name,address,brand,gasoline,diesel,self,wash,charging,center,store,night,gu,lat,lng
(주)보성 세곡주유소,서울 강남구  헌릉로 731 (세곡동),SK에너지,"1,623","1,468",Y,Y,N,N,N,N,강남구,37.4671565,127.1187081
HD현대오일뱅크㈜직영 산성셀프주유소,서울 강남구 헌릉로 730,HD현대오일뱅크,"1,645","1,479",Y,Y,N,N,N,N,강남구,37.4665675,127.1190803
HD현대오일뱅크㈜직영 강남셀프주유소,서울 강남구 도곡로 208,HD현대오일뱅크,"1,649","1,564",Y,Y,N,N,N,N,강남구,37.492295,127.0418598
오일프러스 셀프,서울 강남구 남부순환로 2651 (도곡동),SK에너지,"1,676","1,569",Y,Y,N,Y,N,Y,강남구,37.485839,127.0396721
HD현대오일뱅크㈜직영 도곡셀프주유소,서울 강남구  남부순환로 2718,HD현대오일뱅크,"1,676","1,584",Y,Y,N,Y,N,N,강남구,37.4854623,127.0432181
자곡셀프주유소,서울 강남구 밤고개로 120 (자곡동),SK에너지,"1,677","1,537",Y,Y,N,N,N,N,강남구,37.4834002,127.1040458
방죽주유소,서울 강남구 밤고개로 215 (율현동),GS칼텍스,"1,677","1,539",Y,Y,N,N,N,N,강남구,37.4749926,127.1068866
HD현대오일뱅크㈜직영 유진주유소,서울 강남구 논현로 152 (도곡동),HD현대오일뱅크,"1,686","1,599",N,Y,N,Y,N,N,강남구,37.4874316,127.0399976
지에스칼텍스㈜ 은마주유소,서울 강남구 영동대로 235,GS칼텍스,"1,689","1,669",N,Y,N,Y,N,N,강남구,37.5000721,127.0672848
SK서광주유소,서울 강남구 역삼로 142,SK에너지,"1,695","1,575",Y,Y,N,Y,N,Y,강남구,37.4943424,127.0350915
(주)선진도곡주유소,서울 강남구 도곡로 162 (도곡동),S-OIL,"1,698","1,584",N,Y,N,Y,N,N,강남구,37.4878254,127.0466876
극동유화㈜ 개나리주유소,서울 강남구 언주로 423 (역삼동),S-OIL,"1,709","1,599",Y,Y,N,Y,N,Y,강남구,37.5000776,127.0385419
대교셀프주유소,서울 강남구 강남대로 640 (신사동),SK에너지,"1,750","1,640",Y,N,N,N,N,Y,강남구,37.5281292,127.0355537
삼성동주유소,서울 강남구 테헤란로 619,HD현대오일뱅크,"1,765","1,690",Y,Y,N,N,N,N,강남구,37.5098576,127.0651101
대동석유 압구정주유소,서울 강남구 언주로 842 (신사동),SK에너지,"1,797","1,687",Y,Y,N,N,N,Y,강남구,37.5253431,127.0338242
(유)동하석유 힐탑셀프주유소,서울 강남구 논현로 640,SK에너지,"1,797","1,667",Y,Y,N,N,N,Y,강남구,37.5106887,127.0325689
세진에너지(주) 개포주유소,서울 강남구 양재대로 339,GS칼텍스,"1,798","1,698",Y,Y,N,N,N,N,강남구,37.4722409,127.0515134
지에스칼텍스㈜에너지플러스허브GS타워,서울 강남구 논현로 516 (역삼동),GS칼텍스,"1,837","1,757",Y,N,N,Y,N,Y,강남구,37.50270829999999,127.0363956
HD현대오일뱅크㈜직영 신사현대주유소,서울 강남구 도산대로 163 (신사동),HD현대오일뱅크,"1,889","1,769",N,Y,N,N,N,N,강남구,37.5195205,127.0263171
지에스칼텍스㈜ 삼성로주유소,서울 강남구 삼성로 563 (삼성동),GS칼텍스,"1,999","1,959",Y,Y,N,N,N,Y,강남구,37.51397499999999,127.0561274
명품주유소,서울 강남구 도곡로 249 (역삼동),S-OIL,"2,148","1,947",Y,Y,N,N,N,Y,강남구,37.4942704,127.0455093
HD현대오일뱅크㈜직영 한양주유소,서울 강남구 압구정로 302 (신사동),HD현대오일뱅크,"2,188","1,996",N,Y,N,N,N,N,강남구,37.5288681,127.0341046
㈜새서울석유 새서울주유소,서울 강남구 압구정로 154,HD현대오일뱅크,"2,258","2,048",N,Y,N,N,N,Y,강남구,37.525835,127.0265422
대청주유소,서울 강남구 개포로 654 (일원동),SK에너지,"2,266","2,076",N,Y,N,N,N,N,강남구,37.49247370000001,127.085679
(주)소모 쎈트럴주유소,서울 강남구 삼성로 335,GS칼텍스,"2,268","2,078",N,Y,N,N,N,N,강남구,37.5014209,127.0591408
SK논현주유소,서울 강남구 논현로 747 (논현동),SK에너지,"2,285","2,095",N,Y,N,Y,N,Y,강남구,37.5186368,127.028238
(주)제이제이네트웍스 제이제이주유소,서울 강남구 언주로 716,HD현대오일뱅크,"2,458","2,248",N,Y,N,N,N,Y,강남구,37.5176472,127.0357349
(주)만정에너지 삼보주유소,서울 강남구 봉은사로 433 (삼성동),GS칼텍스,"2,590","2,550",N,Y,N,N,N,N,강남구,37.5115207,127.0471716
재건에너지 재정제2주유소 고속셀프지점,서울특별시 강동구  천호대로 1246 (둔촌제2동),HD현대오일뱅크,"1,639","1,459",Y,Y,N,N,N,N,강동구,37.5365133,127.1493588
방아다리주유소,서울 강동구 동남로 811 (명일동),SK에너지,"1,645","1,465",Y,Y,N,N,N,N,강동구,37.5490445,127.1508229
대성석유(주)길동주유소,서울 강동구 천호대로 1168,GS칼텍스,"1,656","1,538",N,Y,N,N,N,N,강동구,37.5334229,127.1411725
(주)삼표에너지 고덕주유소,서울 강동구 고덕로 39 (암사동),GS칼텍스,"1,666","1,548",Y,Y,N,N,Y,N,강동구,37.555049,127.1297929
(주)퍼스트오일 코알라주유소,서울특별시 강동구  올림픽로 556 (성내동),S-OIL,"1,690","1,580",Y,Y,N,N,N,N,강동구,37.5293808,127.1224408
(주)소모 신월주유소,서울 강동구 양재대로 1323,GS칼텍스,"1,696","1,588",Y,Y,N,N,N,N,강동구,37.5245597,127.134491
지에스칼텍스㈜ 동서울주유소,서울 강동구 천호대로 1456 (상일동),GS칼텍스,"1,715","1,575",Y,Y,N,N,N,N,강동구,37.5511028,127.1696401
주)지유에너지직영 오렌지주유소,서울 강동구 성안로 102 (성내동),SK에너지,"1,715","1,584",N,Y,N,Y,N,N,강동구,37.532314,127.1331781
sk해뜨는주유소,서울 강동구  상일로 132 (강일동),SK에너지,"1,729","1,559",Y,Y,N,Y,N,N,강동구,37.5545085,127.1724154
(주)소모 성내주유소,서울 강동구 올림픽로 578 (성내동),GS칼텍스,"1,750","1,650",Y,Y,N,Y,N,N,강동구,37.5313782,127.1273286
천호현대주유소,서울 강동구 천중로 67 (천호동),HD현대오일뱅크,"1,795","1,595",N,Y,N,Y,N,N,강동구,37.5451331,127.129473
광성주유소,서울 강동구 올림픽로 673 (천호동),S-OIL,"1,918","1,758",N,Y,N,Y,N,Y,강동구,37.5416117,127.1241731
(주)자연에너지 번동주유소,서울 강북구 한천로 963 (번동),HD현대오일뱅크,"1,575","1,415",Y,Y,N,N,N,N,강북구,37.6355872,127.0330493
수유동주유소,서울 강북구 도봉로 395 (수유동),GS칼텍스,"1,575","1,415",Y,N,N,N,N,Y,강북구,37.6421556,127.0295862
덕릉로주유소,서울 강북구 덕릉로 158 (번동),S-OIL,"1,575","1,415",Y,Y,N,N,N,N,강북구,37.6349756,127.0313182
㈜지에스이앤알 미아주유소,서울 강북구 도봉로 122 (미아동),GS칼텍스,"1,605","1,445",Y,Y,N,N,N,N,강북구,37.6199964,127.0290304
SK에너지(주) 매일주유소,서울 강북구 삼양로 217 (미아동),SK에너지,"1,608","1,432",Y,Y,N,N,Y,N,강북구,37.6227977,127.0191356
대성석유(주)신광주유소,서울 강북구 삼양로 484,GS칼텍스,"1,619","1,439",N,Y,N,Y,N,N,강북구,37.6464088,127.0153285
씨앤에스유통㈜ 미아셀프주유소,서울 강북구 도봉로 200 (미아동),S-OIL,"1,625","1,445",Y,Y,N,N,N,N,강북구,37.6265292,127.0265002
화곡역주유소,서울 강서구 강서로 154 (화곡동),알뜰주유소,"1,557","1,416",Y,N,N,N,N,Y,강서구,37.5407186,126.8415303
이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),HD현대오일뱅크,"1,557","1,416",Y,Y,N,Y,N,N,강서구,37.549163,126.8469964
㈜한경에너지 신화곡주유소,서울 강서구 국회대로 71,SK에너지,"1,578","1,425",Y,Y,N,N,Y,Y,강서구,37.5272579,126.8428896
㈜오일마스터강서지점 등촌주유소,서울 강서구 등촌로 189,HD현대오일뱅크,"1,583","1,448",N,Y,N,Y,N,N,강서구,37.546808,126.8625545
강서오곡셀프주유소,서울 강서구 벌말로 254 (오곡동),SK에너지,"1,584","1,417",Y,Y,N,N,N,Y,강서구,37.5539622,126.7684275
지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),GS칼텍스,"1,589","1,457",Y,Y,Y,N,N,Y,강서구,37.5296209,126.859797
목화주유소,서울 강서구 국회대로 251 (화곡동),알뜰주유소,"1,589","1,457",Y,Y,N,N,N,N,강서구,37.5300403,126.8629825
뉴신정주유소,서울 강서구 곰달래로 207,알뜰주유소,"1,589","1,457",N,N,N,Y,Y,N,강서구,37.5315796,126.8560524
강서열린주유소,서울 강서구 등촌로 213 (등촌동),GS칼텍스,"1,598","1,488",N,Y,N,N,N,N,강서구,37.54871199999999,126.8630628
행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),HD현대오일뱅크,"1,599","1,426",Y,Y,N,Y,Y,Y,강서구,37.574611,126.8023029
스카이주유소,서울 강서구 개화동로 457 (방화동),S-OIL,"1,599","1,445",Y,Y,N,N,Y,Y,강서구,37.5714858,126.8043806
KH에너지(주)직영 KH외발산주유소,서울 강서구 방화대로 30,SK에너지,"1,618","1,458",Y,Y,Y,Y,Y,N,강서구,37.5434208,126.816863
씨앤에스유통(주) 마곡드림주유소,서울 강서구 방화대로 254(마곡동),S-OIL,"1,635","1,465",Y,Y,N,N,N,N,강서구,37.5590009,126.8167292
하이웨이주유소,서울특별시 강서구 공항대로 432(화곡동),S-OIL,"1,644","1,516",Y,Y,N,N,Y,Y,강서구,37.5546677,126.8548053
화곡현대주유소,서울 강서구 강서로 151 (화곡동),SK에너지,"1,644","1,494",Y,Y,N,N,N,Y,강서구,37.5402614,126.8411983
우장산주유소,서울 강서구 강서로 292,SK에너지,"1,645","1,518",Y,Y,N,N,N,N,강서구,37.5517753,126.8366337
개화주유소,서울 강서구 양천로 57,SK에너지,"1,657","1,497",Y,Y,N,N,N,N,강서구,37.5735014,126.8100943
대성석유(주)방화대성주유소,서울 강서구 양천로 176,GS칼텍스,"1,658","1,488",Y,Y,N,N,Y,N,강서구,37.5728815,126.8234821
대성석유(주) 관문주유소,서울 강서구 공항대로 314,GS칼텍스,"1,668","1,518",N,Y,N,Y,N,N,강서구,37.5577232,126.8425243
세원제1주유소,서울 강서구 양천로 311 (가양동),SK에너지,"1,680","1,550",Y,Y,N,Y,N,N,강서구,37.5678802,126.8510787
HD현대오일뱅크㈜직영 양화교셀프주유소,서울 강서구 공항대로 653,HD현대오일뱅크,"1,686","1,556",Y,Y,N,N,N,N,강서구,37.5473368,126.8774764
SK KH에너지 가양주유소,서울 강서구 강서로 498 (가양동),SK에너지,"1,688","1,528",N,Y,N,Y,Y,Y,강서구,37.5697823,126.8419022
대성주유소,서울 강서구 강서로 472,GS칼텍스,"1,688","1,518",N,Y,N,Y,N,N,강서구,37.5675028,126.8414186
HD현대오일뱅크㈜직영 가양주유소,서울 강서구  양천로 391 (가양동),HD현대오일뱅크,"1,697","1,569",N,Y,N,N,N,N,강서구,37.5678802,126.8510787
박물관주유소,서울 강서구 양천로53길 97 (가양동),GS칼텍스,"1,728","1,598",N,Y,N,Y,Y,N,강서구,37.5657849,126.8451216
참솔에너지,서울 강서구 벌말로 281 (오곡동),S-OIL,"1,735","1,635",Y,Y,N,N,N,N,강서구,37.5562519,126.7684491
코리나(주)청룡주유소,서울 강서구 양천로 576,SK에너지,"1,748","1,598",N,Y,N,N,N,N,강서구,37.5567325,126.862765
염창동주유소,서울 강서구 양천로 720,SK에너지,"1,978","1,833",N,Y,N,N,N,N,강서구,37.5491113,126.8757906
(주)연우에너지 신관주유소,서울 관악구 신림로 290 (신림동),알뜰주유소,"1,599","1,475",Y,Y,N,N,N,N,관악구,37.480413,126.9306665
대양석유(주)직영 보라매주유소,서울 관악구  보라매로 26 (봉천동),SK에너지,"1,634","1,495",Y,Y,N,N,N,N,관악구,37.4916874,126.9271603
(주)한유에너지 행운주유소,서울 관악구 남부순환로 1883 (봉천동),SK에너지,"1,664","1,544",Y,Y,N,N,N,N,관악구,37.4791083,126.9591697
서일석유(주)락성주유소,서울 관악구 남부순환로 1920 (봉천동),GS칼텍스,"1,665","1,545",Y,Y,N,Y,N,Y,관악구,37.47717919999999,126.9623883
SK에너지(주)직영 신봉천주유소,서울 관악구 남부순환로 1880 (봉천동),SK에너지,"1,670","1,545",N,Y,N,N,Y,N,관악구,37.4787572,126.9583432
SK에너지(주)직영 대공원주유소,서울 관악구 과천대로 921 (남현동),SK에너지,"1,676","1,549",N,Y,N,Y,Y,N,관악구,37.4728556,126.9821515
유림주유소,서울 관악구 신림로 176 (신림동),S-OIL,"1,678","1,548",N,Y,N,Y,N,Y,관악구,37.4737247,126.93488
HD현대오일뱅크㈜직영 문성골주유소,서울 관악구 문성로 97,HD현대오일뱅크,"1,708","1,538",N,Y,N,N,N,N,관악구,37.4777941,126.9143022
관악시몬주유소,서울특별시 관악구 남부순환로 1753 (봉천동),S-OIL,"1,785","1,595",N,Y,N,N,N,N,관악구,37.4823585,126.945101
CJ대한통운㈜ 신림주유소,서울 관악구 남부순환로 1515 (신림동),GS칼텍스,"1,828","1,648",N,Y,N,N,N,N,관악구,37.4829496,126.9189553
(주)자연에너지 중원주유소,서울 광진구 동일로 398 (중곡동),HD현대오일뱅크,"1,577","1,397",Y,Y,N,N,N,N,광진구,37.56354400000001,127.0888304
(주)창원CW,서울 광진구 광나루로 460 (화양동),HD현대오일뱅크,"1,577","1,397",Y,Y,N,N,N,N,광진구,37.5451042,127.0804969
HD현대오일뱅크㈜직영 능동주유소,서울 광진구 천호대로 584 (능동),HD현대오일뱅크,"1,597","1,427",Y,Y,N,Y,N,Y,광진구,37.5555551,127.082455
삼호주유소,서울 광진구 천호대로 809 (광장동),S-OIL,"1,597","1,427",Y,Y,N,N,N,Y,광진구,37.5456356,127.1037341
(주)장수주유소,서울 광진구 동일로 266 (군자동),SK에너지,"1,625","1,465",Y,N,N,Y,N,Y,광진구,37.5549721,127.0715197
정해네트웍스(주)일진주유소,서울 광진구 동일로 413 (중곡동),S-OIL,"1,627","1,465",Y,Y,N,N,N,Y,광진구,37.56354400000001,127.0888304
HD현대오일뱅크㈜직영 중곡현대주유소,서울 광진구 동일로 435 (중곡동),HD현대오일뱅크,"1,637","1,467",Y,Y,N,N,N,N,광진구,37.56094119999999,127.0957458
HD현대오일뱅크㈜직영 장호셀프주유소,서울 광진구 자양로 37 (자양동),HD현대오일뱅크,"1,639","1,469",Y,Y,N,Y,N,N,광진구,37.5312783,127.0858325
유니스에너지 자양주유소,서울 광진구 아차산로 298 (자양동),SK에너지,"1,698","1,548",N,Y,N,N,N,N,광진구,37.531692,127.074516
강평주유소,서울 광진구 아차산로 616,SK에너지,"1,798","1,628",N,Y,N,N,N,N,광진구,37.5476119,127.1072051
씨앤에스유통(주) 구로드림주유소,서울 구로구 경인로 41 (온수동),S-OIL,"1,579","1,410",Y,Y,N,N,N,N,구로구,37.4903245,126.8256021
개봉주유소,서울 구로구 고척로 115 (개봉동),HD현대오일뱅크,"1,579","1,410",Y,Y,N,N,N,N,구로구,37.50193720000001,126.8468175
서서울고속주유소,서울 구로구 경인로 150 (오류동),SK에너지,"1,579","1,410",Y,Y,N,N,N,Y,구로구,37.49167509999999,126.8428418
㈜자연에너지 고척주유소,서울 구로구 고척로 199 (고척동),HD현대오일뱅크,"1,579","1,410",Y,Y,N,N,N,N,구로구,37.5051273,126.8554406
지에스칼텍스㈜ 개봉동주유소,서울 구로구 경인로 290,GS칼텍스,"1,579","1,410",Y,Y,N,N,N,Y,구로구,37.4976403,126.8523714
신성주유소,서울 구로구 구로동로 187 (구로제2동),알뜰주유소,"1,593","1,418",Y,Y,N,N,N,N,구로구,37.4951588,126.8823886
(주)한미석유구로그린주유소,서울 구로구 구로중앙로 76 (구로동),GS칼텍스,"1,595","1,420",Y,Y,N,Y,N,N,구로구,37.4963064,126.8884444
대성산업(주)디큐브주유소,서울 구로구 경인로 650,GS칼텍스,"1,615","1,420",N,N,N,N,N,Y,구로구,37.5078855,126.8870874
구인주유소,서울 구로구 경인로 558 (구로동),SK에너지,"1,624","1,448",N,Y,N,Y,Y,N,구로구,37.5042779,126.8860944
SK구로주유소,서울 구로구 구일로 94 (구로동),SK에너지,"1,624","1,448",N,Y,N,N,N,N,구로구,37.4936018,126.872189
(주)제이제이네트웍스 신구로주유소,서울 구로구 가마산로 293 (구로동),HD현대오일뱅크,"1,625","1,485",N,Y,N,N,N,Y,구로구,37.4975223,126.8924841
극동유화(주) 항동주유소,서울 구로구 서해안로 2154 (항동),S-OIL,"1,625","1,435",Y,Y,N,N,N,N,구로구,37.4834391,126.8278279
HD현대오일뱅크㈜직영 구로셀프주유소,서울 구로구 시흥대로 531,HD현대오일뱅크,"1,688","1,528",Y,Y,N,Y,N,Y,구로구,37.4810027,126.8992662
대원셀프주유소,서울 구로구 개봉로 7,HD현대오일뱅크,"1,698","1,538",Y,Y,N,N,N,N,구로구,37.4861643,126.8561585
동아주유소,서울 구로구 도림로 91 (구로동),S-OIL,"1,898","1,598",N,N,N,N,Y,N,구로구,37.4908509,126.8931878
(주)화동유업 화동주유소,서울 금천구 시흥대로 484,SK에너지,"1,576","1,434",Y,Y,N,N,N,N,금천구,37.4767974,126.8991596
HD현대오일뱅크㈜직영 금천현대셀프주유소,서울 금천구 독산로 147 (시흥동),HD현대오일뱅크,"1,588","1,435",Y,Y,N,N,N,N,금천구,37.460506,126.9045162
구광주유소,서울 금천구 서부샛길 674 (가산동),S-OIL,"1,605","1,445",N,Y,N,N,N,N,금천구,37.4820373,126.8751711
대득에너지(금천셀프주유소),서울 금천구  시흥대로 81 (시흥동),GS칼텍스,"1,665","1,525",Y,Y,N,N,Y,Y,금천구,37.4412805,126.9029246
백산주유소,서울특별시 금천구  시흥대로 174 (시흥동),S-OIL,"1,675","1,525",Y,Y,N,Y,N,N,금천구,37.4496856,126.9029496
지에스칼텍스(주)일신주유소,서울 금천구 시흥대로 118,GS칼텍스,"1,685","1,525",Y,Y,N,N,N,N,금천구,37.4444739,126.9042657
SK에너지(주) 이가주유소,서울 금천구 시흥대로 441,SK에너지,"1,686","1,528",N,Y,N,Y,N,N,금천구,37.4730289,126.8979341
현대오일뱅크㈜직영 금천제일주유소,서울 금천구 남부순환로 1410 (독산동),HD현대오일뱅크,"1,708","1,538",N,Y,N,N,N,N,금천구,37.4802077,126.9074805
(주)정건에너지직영,서울 노원구 노원로17길 29 (하계동),HD현대오일뱅크,"1,615","1,445",Y,Y,N,N,N,N,노원구,37.642188,127.0703943
이엠석유(주)배꽃나라주유소,서울 노원구 화랑로 466 (공릉1동),GS칼텍스,"1,615","1,445",Y,Y,N,Y,N,N,노원구,37.6185535,127.0790885
월계주유소,서울 노원구 월계로 252,GS칼텍스,"1,615","1,445",Y,Y,N,N,N,N,노원구,37.6247784,127.0507659
구도일주유소 불암,서울 노원구 한글비석로 268 (중계동),S-OIL,"1,621","1,448",Y,Y,N,N,N,N,노원구,37.6513513,127.0772401
태릉솔밭주유소,서울 노원구 노원로 49 (공릉동),S-OIL,"1,635","1,455",Y,Y,N,N,N,Y,노원구,37.6259652,127.0855897
한신주유소,서울 노원구 동일로 1089 (공릉동),S-OIL,"1,640","1,480",Y,Y,N,N,N,N,노원구,37.6304722,127.0909904
화랑대주유소,서울 노원구 화랑로 483,HD현대오일뱅크,"1,645","1,495",Y,Y,N,N,N,Y,노원구,37.61957719999999,127.0806305
삼육주유소,서울 노원구 화랑로 822 (공릉동),SK에너지,"1,665","1,495",Y,Y,N,N,N,N,노원구,37.6386379,127.1090597
성북역주유소,서울 노원구 광운로 95 (월계동),GS칼텍스,"1,668","1,498",N,Y,N,N,N,N,노원구,37.625771,127.0599365
신성주유소,서울 노원구 월계로 328 (월계동),S-OIL,"1,698","1,548",Y,Y,N,N,N,Y,노원구,37.6287786,127.0573351
SK에너지㈜직영 상계주유소,서울 노원구 노해로 527 (상계동),SK에너지,"1,709","1,539",N,Y,N,N,N,N,노원구,37.6559391,127.0664063
상계동주유소,서울 노원구 노원로26길 191 (상계동),HD현대오일뱅크,"1,730","1,590",N,N,N,Y,N,N,노원구,37.6583938,127.0711375
하계삼호주유소,서울 노원구 공릉로 294 (하계동),GS칼텍스,"1,795","1,695",N,N,N,Y,N,N,노원구,37.6336171,127.0722855
지에스칼텍스㈜ 방학동주유소,서울 도봉구 방학로 186,GS칼텍스,"1,575","1,415",Y,Y,N,N,N,N,도봉구,37.6624108,127.0314758
한이에너지(주) 쌍문주유소,서울 도봉구 도봉로 547 (쌍문동),S-OIL,"1,575","1,415",Y,Y,N,Y,N,Y,도봉구,37.6533557,127.0271003
이케이에너지 주식회사,서울 도봉구 도봉로 941 (도봉동),HD현대오일뱅크,"1,575","1,415",Y,Y,N,N,N,N,도봉구,37.6884305,127.0453374
(주)자연에너지 햇살주유소,서울 도봉구 방학로 142 (방학동),HD현대오일뱅크,"1,575","1,415",Y,Y,N,N,N,N,도봉구,37.6630015,127.0363325
대성산업(주)신창주유소,서울 도봉구 덕릉로 267 (창동),GS칼텍스,"1,595","1,435",Y,Y,N,N,N,Y,도봉구,37.6413354,127.040236
(주)헨지스에너지 구도일주유소 도봉,서울 도봉구 도봉로 706 (방학동),S-OIL,"1,595","1,435",Y,Y,N,Y,N,N,도봉구,37.66686869999999,127.0435303
삼미북부셀프주유소,서울 도봉구 도봉로 437 (쌍문동),SK에너지,"1,605","1,445",Y,Y,N,N,N,Y,도봉구,37.6498293,127.0200197
극동유화(주) 대안주유소,서울 도봉구 마들로 574 (창동),S-OIL,"1,625","1,465",Y,Y,N,Y,N,N,도봉구,37.6615155,127.0475247
동일석유(주) 창동주유소,서울 도봉구  도봉로 434 (창동),SK에너지,"1,625","1,445",Y,Y,N,Y,N,N,도봉구,37.6446074,127.0327486
(주)쌍문셀프주유소,서울 도봉구 노해로 161 (쌍문동),HD현대오일뱅크,"1,635","1,455",Y,Y,N,Y,N,N,도봉구,37.649024,127.02688
노원교주유소,서울 도봉구 마들로 776 (도봉동),HD현대오일뱅크,"1,645","1,495",Y,Y,N,N,N,N,도봉구,37.678983,127.0497224
오복주유소,서울 도봉구 방학로 43,S-OIL,"1,695","1,545",Y,Y,N,N,N,N,도봉구,37.662341,127.0474542
HD현대오일뱅크㈜직영 영신주유소,서울 도봉구 방학로 151,HD현대오일뱅크,"1,707","1,547",N,Y,N,N,N,N,도봉구,37.6623796,127.0354481
동서울고속주유소,서울 동대문구 한천로 414,SK에너지,"1,577","1,417",Y,N,N,N,N,Y,동대문구,37.5975419,127.0680331
(주)정건에너지 배봉로지점,서울 동대문구 서울시립대로 108,HD현대오일뱅크,"1,587","1,427",Y,Y,N,N,N,N,동대문구,37.5800151,127.0510496
재정제2주유소,서울 동대문구 사가정로 90 (전농동),HD현대오일뱅크,"1,587","1,427",Y,Y,N,N,N,N,동대문구,37.5758698,127.0556493
재정주유소,서울 동대문구 전농로 121,HD현대오일뱅크,"1,587","1,427",Y,Y,N,N,N,N,동대문구,37.5757038,127.0574394
풍한주유소,서울 동대문구 안암로 168,SK에너지,"1,595","1,435",N,Y,N,N,N,Y,동대문구,37.5892531,127.0360122
대성산업(주)동마장주유소,서울 동대문구 고산자로 405 (용두동),GS칼텍스,"1,625","1,465",Y,Y,N,Y,N,Y,동대문구,37.5756916,127.0377503
HD현대오일뱅크㈜직영 스피드주유소,서울 동대문구 천호대로 453 (장안동),HD현대오일뱅크,"1,664","1,499",N,Y,N,N,N,Y,동대문구,37.5632059,127.0696316
삼영주유소,서울 동대문구 답십리로 258 (장안동),SK에너지,"1,665","1,495",N,Y,N,N,N,N,동대문구,37.5723064,127.0688224
(주)안국에너지 삼원셀프주유소,서울 동대문구 망우로 90 (휘경동),SK에너지,"1,668","1,508",Y,Y,N,N,N,N,동대문구,37.5901827,127.0632663
홍능주유소,서울 동대문구 홍릉로 87,S-OIL,"1,675","1,515",N,Y,N,N,N,N,동대문구,37.587938,127.0426612
삼미상사(주)장안킹셀프주유소,서울 동대문구  한천로 100 (장안동),SK에너지,"1,728","1,498",Y,Y,N,N,N,N,동대문구,37.5790352,127.0696452
주식회사 새서울글로벌,서울 동작구 시흥대로 616 (신대방동),HD현대오일뱅크,"1,579","1,458",Y,Y,N,N,N,Y,동작구,37.48712039999999,126.9056444
창원이엔지주유소,서울 동작구 사당로 59 (상도동),HD현대오일뱅크,"1,649","1,525",Y,Y,N,N,N,N,동작구,37.4948674,126.9613387
매일주유소,서울 동작구 상도로 139 (상도동),S-OIL,"1,679","1,579",Y,Y,N,N,N,N,동작구,37.5027348,126.9350838
HD현대오일뱅크㈜직영 사당셀프주유소,서울 동작구 동작대로 73 (사당동),HD현대오일뱅크,"1,679","1,549",Y,Y,N,N,N,Y,동작구,37.4831082,126.9815397
지에스칼텍스㈜직영 남성주유소,서울 동작구 동작대로 135,GS칼텍스,"1,685","1,559",Y,N,N,N,N,Y,동작구,37.4886815,126.9819661
HD현대오일뱅크㈜직영 동작주유소,서울 동작구 상도로 403 (상도동),HD현대오일뱅크,"1,703","1,569",N,Y,N,N,N,N,동작구,37.4934739,126.9565221
청원주유소,서울 마포구 월드컵북로 113 (성산동),HD현대오일뱅크,"1,619","1,499",Y,Y,N,N,N,N,마포구,37.5628018,126.9150832
성산대교셀프주유소,서울 마포구 성산로 144,HD현대오일뱅크,"1,619","1,499",Y,Y,N,Y,N,N,마포구,37.5642985,126.9093474
에쓰오일(주) 염리동주유소,서울 마포구 백범로 126 (염리동),S-OIL,"1,697","1,579",Y,Y,N,N,N,N,마포구,37.5462863,126.9448137
에쓰오일㈜마포주유소,서울 마포구 마포대로 186,S-OIL,"1,697","1,579",Y,Y,N,N,N,N,마포구,37.5506305,126.9556511
(주)안국에너지 망원동주유소,서울 마포구 월드컵로 119 (망원동),SK에너지,"1,698","1,578",N,Y,N,N,N,N,마포구,37.558782,126.9072526
(주)만성상사 대흥주유소,서울 마포구 대흥로 61 (대흥동),SK에너지,"1,717","1,599",N,Y,N,N,N,Y,마포구,37.5459548,126.9398991
에스에스오토셀프,서울 마포구 서강로 76 (창전동),HD현대오일뱅크,"1,717","1,599",Y,Y,N,N,N,Y,마포구,37.5498337,126.9325724
SK에너지 양지주유소,서울 마포구 마포대로 69 (도화동),SK에너지,"1,785","1,685",N,N,N,N,Y,Y,마포구,37.5377002,126.946403
SK에너지(주) 안국주유소,서울 마포구 양화로 33,SK에너지,"1,797","1,687",N,N,N,N,N,Y,마포구,37.5493064,126.9126217
지에스칼텍스(주)홍제동주유소,서울 서대문구 통일로 372,GS칼텍스,"1,599","1,457",Y,Y,N,N,N,N,서대문구,37.5835495,126.9501318
(주)가재울뉴타운주유소,서울 서대문구 모래내로 205,HD현대오일뱅크,"1,609","1,489",Y,N,N,N,Y,N,서대문구,37.5732673,126.9224318
(주)미래아스팔트 신우주유소,서울 서대문구 가좌로 106(홍은동),S-OIL,"1,609","1,479",Y,Y,N,Y,N,N,서대문구,37.5822656,126.9266001
㈜한화미 구도일주유소 두꺼비,서울 서대문구 성산로 312,S-OIL,"1,619","1,499",Y,Y,N,Y,N,N,서대문구,37.5660451,126.9249055
HD현대오일뱅크㈜직영 연세주유소,서울 서대문구 연희로 184,HD현대오일뱅크,"1,619","1,499",Y,Y,N,N,N,N,서대문구,37.5734611,126.935919
중앙에너비스 동교지점,서울 서대문구 연희로 12 (창천동),SK에너지,"1,655","1,525",Y,N,N,N,Y,N,서대문구,37.5587015,126.9342139
