,index,player_id,current_club_id,first_name,last_name,name,position,sub_position,age,market_value_in_eur,current_club_name,competition_name
467,198885,93704,82,Josuha,Guilavogui,Josuha Guilavogui,Midfield,Defensive Midfield,32,3000000,VfL Wolfsburg,bundesliga
468,130717,193867,749,Liam,Henderson,Liam Henderson,Midfield,Central Midfield,26,3000000,FC Empoli,serie-a
469,161085,503638,506,Mohamed,Ihattaren,Mohamed Ihattaren,Midfield,Attacking Midfield,20,3000000,Juventus FC,serie-a
470,164448,265127,33,Éder,Balanta,Éder Balanta,Midfield,Defensive Midfield,29,3000000,FC Schalke 04,bundesliga
471,149416,91849,533,Thomas,Delaney,Thomas Delaney,Midfield,Central Midfield,31,3000000,TSG 1899 Hoffenheim,bundesliga
472,370268,178313,667,Jean-Eudes,Aholou,Jean-Eudes Aholou,Midfield,Defensive Midfield,28,3000000,RC Strasbourg Alsace,ligue-1
473,141082,720038,131,Pablo,Torre,Pablo Torre,Midfield,Central Midfield,19,3000000,FC Barcelona,laliga
474,140188,524010,621,Oier,Zarraga,Oier Zarraga,Midfield,Central Midfield,23,3000000,Athletic Bilbao,laliga
475,136797,449496,366,Álvaro,Aguado,Álvaro Aguado,Midfield,Central Midfield,26,3000000,Real Valladolid CF,laliga
476,136675,434676,416,Ronaldo,Vieira,Ronaldo Vieira,Midfield,Central Midfield,24,3000000,Torino FC,serie-a
477,210082,641537,749,Tommaso,Baldanzi,Tommaso Baldanzi,Midfield,Attacking Midfield,19,3000000,FC Empoli,serie-a
478,50246,50057,417,Aaron,Ramsey,Aaron Ramsey,Midfield,Central Midfield,32,3000000,OGC Nice,ligue-1
479,234515,568005,1237,Jeremy,Sarmiento,Jeremy Sarmiento,Midfield,Attacking Midfield,20,3000000,Brighton & Hove Albion,premier-league
480,381236,692209,1005,Joan,González,Joan González,Midfield,Central Midfield,20,3000000,US Lecce,serie-a
481,44477,557147,714,José,Gragera,José Gragera,Midfield,Central Midfield,22,3000000,RCD Espanyol Barcelona,laliga
482,38804,247555,39,Edimilson,Fernandes,Edimilson Fernandes,Midfield,Central Midfield,26,3000000,1.FSV Mainz 05,bundesliga
483,378517,900909,27,Paul,Wanner,Paul Wanner,Midfield,Attacking Midfield,17,3000000,Bayern Munich,bundesliga
484,12052,182574,44,Jean-Paul,Boëtius,Jean-Paul Boëtius,Midfield,Attacking Midfield,28,3000000,Hertha BSC,bundesliga
485,16029,314398,39,Jae-sung,Lee,Jae-sung Lee,Midfield,Attacking Midfield,30,3000000,1.FSV Mainz 05,bundesliga
486,210397,742297,23826,Caden,Clark,Caden Clark,Midfield,Attacking Midfield,19,2800000,RB Leipzig,bundesliga
487,140474,569366,79,Enzo,Millot,Enzo Millot,Midfield,Central Midfield,20,2500000,VfB Stuttgart,bundesliga
488,31290,70411,276,Darko,Lazovic,Darko Lazovic,Midfield,Left Midfield,32,2500000,Hellas Verona,serie-a
489,290875,57280,430,Giacomo,Bonaventura,Giacomo Bonaventura,Midfield,Central Midfield,33,2500000,ACF Fiorentina,serie-a
490,304715,148262,762,Jeff,Hendrick,Jeff Hendrick,Midfield,Central Midfield,30,2500000,Newcastle United,premier-league
491,92409,569390,1158,Julien,Ponceau,Julien Ponceau,Midfield,Attacking Midfield,22,2500000,FC Lorient,ligue-1
492,92133,534700,399,Jamie,Shackleton,Jamie Shackleton,Midfield,Central Midfield,23,2500000,Leeds United,premier-league
493,61187,202984,366,Roque,Mesa,Roque Mesa,Midfield,Central Midfield,33,2500000,Real Valladolid CF,laliga
494,77341,94307,1038,Filip,Djuricic,Filip Djuricic,Midfield,Attacking Midfield,30,2500000,UC Sampdoria,serie-a
495,314033,44466,24,Sebastian,Rode,Sebastian Rode,Midfield,Central Midfield,32,2500000,Eintracht Frankfurt,bundesliga
496,127014,106872,80,Kevin,Stöger,Kevin Stöger,Midfield,Attacking Midfield,29,2500000,VfL Bochum,bundesliga
497,372761,249157,167,Fredrik,Jensen,Fredrik Jensen,Midfield,Attacking Midfield,25,2500000,FC Augsburg,bundesliga
498,345875,183302,989,Ben,Pearson,Ben Pearson,Midfield,Central Midfield,27,2500000,AFC Bournemouth,premier-league
499,111682,82097,18,Christoph,Kramer,Christoph Kramer,Midfield,Defensive Midfield,31,2500000,Borussia Mönchengladbach,bundesliga
500,115736,424072,3911,Mathias,Pereira Lage,Mathias Pereira Lage,Midfield,Right Midfield,26,2500000,Stade Brestois 29,ligue-1
501,265881,55099,60,Nicolas,Höfler,Nicolas Höfler,Midfield,Defensive Midfield,32,2500000,SC Freiburg,bundesliga
502,353858,532169,826,Lukasz,Poreba,Lukasz Poreba,Midfield,Defensive Midfield,22,2500000,RC Lens,ligue-1
503,253473,222859,995,Florent,Mollet,Florent Mollet,Midfield,Attacking Midfield,31,2500000,FC Nantes,ligue-1
504,249252,48298,18,Lars,Stindl,Lars Stindl,Midfield,Attacking Midfield,34,2500000,Borussia Mönchengladbach,bundesliga
505,235070,671594,1421,Kamory,Doumbia,Kamory Doumbia,Midfield,Attacking Midfield,19,2500000,Stade Reims,ligue-1
506,259575,560483,1531,Randy,Nteka,Randy Nteka,Midfield,Attacking Midfield,25,2500000,Elche CF,laliga
507,208051,395695,290,Elisha,Owusu,Elisha Owusu,Midfield,Defensive Midfield,25,2500000,AJ Auxerre,ligue-1
508,365715,74300,873,Luka,Milivojevic,Luka Milivojevic,Midfield,Defensive Midfield,31,2500000,Crystal Palace,premier-league
509,352165,392959,2919,Andrea,Colpani,Andrea Colpani,Midfield,Central Midfield,23,2500000,AC Monza,serie-a
510,130271,183780,89,Paul,Seguin,Paul Seguin,Midfield,Central Midfield,27,2200000,1.FC Union Berlin,bundesliga
511,323605,204294,1148,Saman,Ghoddos,Saman Ghoddos,Midfield,Attacking Midfield,29,2200000,Brentford FC,premier-league
512,16880,348601,1038,Mehdi,Léris,Mehdi Léris,Midfield,Right Midfield,24,2200000,UC Sampdoria,serie-a
513,381077,444211,180,Will,Smallbone,Will Smallbone,Midfield,Central Midfield,22,2200000,Southampton FC,premier-league
514,38280,232144,89,Milos,Pantovic,Milos Pantovic,Midfield,Attacking Midfield,26,2200000,1.FC Union Berlin,bundesliga
515,227039,178425,621,Dani,García,Dani García,Midfield,Central Midfield,32,2000000,Athletic Bilbao,laliga
516,128135,126751,237,Iñigo,Ruiz de Galarreta,Iñigo Ruiz de Galarreta,Midfield,Central Midfield,29,2000000,RCD Mallorca,laliga
517,116961,594997,3524,Yohann,Magnin,Yohann Magnin,Midfield,Defensive Midfield,25,2000000,Clermont Foot 63,ligue-1
518,374507,307519,2687,Fede,San Emeterio,Fede San Emeterio,Midfield,Central Midfield,25,2000000,Cádiz CF,laliga
519,254358,247250,2687,Rubén,Alcaraz,Rubén Alcaraz,Midfield,Central Midfield,31,2000000,Cádiz CF,laliga
520,354612,678479,3,Denis,Huseinbasic,Denis Huseinbasic,Midfield,Central Midfield,21,2000000,1.FC Köln,bundesliga
521,278842,236041,1005,Alexis,Blin,Alexis Blin,Midfield,Defensive Midfield,26,2000000,US Lecce,serie-a
522,101122,79377,79,Genki,Haraguchi,Genki Haraguchi,Midfield,Attacking Midfield,31,2000000,VfB Stuttgart,bundesliga
523,259429,539134,3522,Daniel,Maldini,Daniel Maldini,Midfield,Attacking Midfield,21,2000000,Spezia Calcio,serie-a
524,256618,334999,533,Finn Ole,Becker,Finn Ole Becker,Midfield,Central Midfield,22,2000000,TSG 1899 Hoffenheim,bundesliga
525,210105,647484,12,Ebrima,Darboe,Ebrima Darboe,Midfield,Defensive Midfield,21,2000000,AS Roma,serie-a
526,68155,608832,60,Merlin,Röhl,Merlin Röhl,Midfield,Central Midfield,20,2000000,SC Freiburg,bundesliga
527,189052,671542,1005,Daniel,Samek,Daniel Samek,Midfield,Defensive Midfield,18,2000000,US Lecce,serie-a
528,57215,3333,31,James,Milner,James Milner,Midfield,Central Midfield,36,2000000,Liverpool FC,premier-league
529,113942,333383,1158,Bonke,Innocent,Bonke Innocent,Midfield,Defensive Midfield,26,2000000,FC Lorient,ligue-1
530,60981,197473,749,Alberto,Grassi,Alberto Grassi,Midfield,Defensive Midfield,27,2000000,FC Empoli,serie-a
531,267071,61560,1003,Marc,Albrighton,Marc Albrighton,Midfield,Right Midfield,33,2000000,Leicester City,premier-league
532,172255,59344,681,Asier,Illarramendi,Asier Illarramendi,Midfield,Defensive Midfield,32,2000000,Real Sociedad,laliga
533,171614,53536,410,Tolgay,Arslan,Tolgay Arslan,Midfield,Central Midfield,32,2000000,Udinese Calcio,serie-a
534,329570,536030,3302,Arnau,Puigmal,Arnau Puigmal,Midfield,Central Midfield,21,2000000,UD Almería,laliga
535,143957,29364,543,João,Moutinho,João Moutinho,Midfield,Central Midfield,36,2000000,Wolverhampton Wanderers,premier-league
536,234977,646733,3524,Jim,Allevinah,Jim Allevinah,Midfield,Right Midfield,27,2000000,Clermont Foot 63,ligue-1
537,248067,313830,2239,Pablo,Galdames,Pablo Galdames,Midfield,Central Midfield,26,2000000,US Cremonese,serie-a
538,19941,766412,1158,Théo,Le Bris,Théo Le Bris,Midfield,Left Midfield,20,2000000,FC Lorient,ligue-1
539,156831,266795,2687,Gonzalo,Escalante,Gonzalo Escalante,Midfield,Central Midfield,29,2000000,Cádiz CF,laliga
540,158523,339829,80,Pierre,Kunde,Pierre Kunde,Midfield,Central Midfield,27,2000000,VfL Bochum,bundesliga
541,11983,179635,80,Philipp,Förster,Philipp Förster,Midfield,Attacking Midfield,27,2000000,VfL Bochum,bundesliga
542,348805,263951,290,Hamza,Sakhi,Hamza Sakhi,Midfield,Attacking Midfield,26,2000000,AJ Auxerre,ligue-1
543,366874,95641,331,Darko,Brasanac,Darko Brasanac,Midfield,Central Midfield,30,2000000,CA Osasuna,laliga
544,19673,634431,681,Beñat,Turrientes,Beñat Turrientes,Midfield,Central Midfield,20,2000000,Real Sociedad,laliga
545,131116,203842,3522,Viktor,Kovalenko,Viktor Kovalenko,Midfield,Attacking Midfield,26,2000000,Spezia Calcio,serie-a
546,231082,315762,940,Luca,de la Torre,Luca de la Torre,Midfield,Central Midfield,24,2000000,Celta de Vigo,laliga
547,270740,123275,931,Tom,Cairney,Tom Cairney,Midfield,Central Midfield,31,2000000,Fulham FC,premier-league
548,137351,574495,1005,Kristoffer,Askildsen,Kristoffer Askildsen,Midfield,Central Midfield,21,2000000,US Lecce,serie-a
549,174202,88909,430,Riccardo,Saponara,Riccardo Saponara,Midfield,Attacking Midfield,31,2000000,ACF Fiorentina,serie-a
550,28084,610428,18,Oscar,Fraulo,Oscar Fraulo,Midfield,Central Midfield,19,2000000,Borussia Mönchengladbach,bundesliga
551,332450,513031,237,Antonio,Sánchez,Antonio Sánchez,Midfield,Central Midfield,25,1800000,RCD Mallorca,laliga
552,321633,159098,415,Brecht,Dejaegere,Brecht Dejaegere,Midfield,Central Midfield,31,1800000,FC Toulouse,ligue-1
553,33900,118278,1095,Xavier,Chavalerin,Xavier Chavalerin,Midfield,Central Midfield,31,1800000,ESTAC Troyes,ligue-1
554,14974,265625,276,Ajdin,Hrustic,Ajdin Hrustic,Midfield,Attacking Midfield,26,1800000,Hellas Verona,serie-a
555,54791,121257,399,Adam,Forshaw,Adam Forshaw,Midfield,Central Midfield,31,1800000,Leeds United,premier-league
556,43894,489611,2919,Filippo,Ranocchia,Filippo Ranocchia,Midfield,Central Midfield,21,1800000,AC Monza,serie-a
557,18216,430280,380,Hans,Nicolussi Caviglia,Hans Nicolussi Caviglia,Midfield,Central Midfield,22,1800000,US Salernitana 1919,serie-a
558,208896,464530,415,Theocharis,Tsingaras,Theocharis Tsingaras,Midfield,Central Midfield,22,1800000,FC Toulouse,ligue-1
559,354647,484387,762,Matty,Longstaff,Matty Longstaff,Midfield,Central Midfield,22,1800000,Newcastle United,premier-league
560,190862,153661,33,Tobias,Mohr,Tobias Mohr,Midfield,Left Midfield,27,1800000,FC Schalke 04,bundesliga
561,128164,127142,1082,Jonas,Martin,Jonas Martin,Midfield,Defensive Midfield,32,1800000,LOSC Lille,ligue-1
562,354809,801754,1147,Yanis,Cimignani,Yanis Cimignani,Midfield,Left Midfield,20,1800000,AC Ajaccio,ligue-1
563,111721,92469,762,Matt,Ritchie,Matt Ritchie,Midfield,Right Midfield,33,1800000,Newcastle United,premier-league
564,307098,400546,79,Nikolas,Nartey,Nikolas Nartey,Midfield,Central Midfield,22,1800000,VfB Stuttgart,bundesliga
565,307903,474662,3911,Hugo,Magnetti,Hugo Magnetti,Midfield,Central Midfield,24,1800000,Stade Brestois 29,ligue-1
566,297091,167741,2919,Mattia,Valoti,Mattia Valoti,Midfield,Central Midfield,29,1700000,AC Monza,serie-a
567,177745,168543,89,Levin,Öztunali,Levin Öztunali,Midfield,Central Midfield,26,1500000,1.FC Union Berlin,bundesliga
568,41428,336828,1531,Pape,Cheikh,Pape Cheikh,Midfield,Central Midfield,25,1500000,Elche CF,laliga
569,179857,216599,380,Domen,Crnigoj,Domen Crnigoj,Midfield,Central Midfield,27,1500000,US Salernitana 1919,serie-a
570,253720,229853,290,Birama,Touré,Birama Touré,Midfield,Defensive Midfield,30,1500000,AJ Auxerre,ligue-1
571,123539,57051,533,Sebastian,Rudy,Sebastian Rudy,Midfield,Defensive Midfield,32,1500000,TSG 1899 Hoffenheim,bundesliga
572,136737,443331,80,Patrick,Osterhage,Patrick Osterhage,Midfield,Central Midfield,22,1500000,VfL Bochum,bundesliga
573,284944,743533,1041,Mohamed,El Arouch,Mohamed El Arouch,Midfield,Central Midfield,18,1500000,Olympique Lyon,ligue-1
574,18621,472243,79,Lilian,Egloff,Lilian Egloff,Midfield,Attacking Midfield,20,1500000,VfB Stuttgart,bundesliga
575,158698,344576,290,Rayan,Raveloson,Rayan Raveloson,Midfield,Defensive Midfield,25,1500000,AJ Auxerre,ligue-1
576,247919,275249,86,Niklas,Schmidt,Niklas Schmidt,Midfield,Attacking Midfield,24,1500000,SV Werder Bremen,bundesliga
577,235239,787618,46,Valentín,Carboni,Valentín Carboni,Midfield,Attacking Midfield,17,1500000,Inter Milan,serie-a
578,16967,355104,2919,José,Machín,José Machín,Midfield,Central Midfield,26,1500000,AC Monza,serie-a
579,141129,783396,1050,Ramón,Terrats,Ramón Terrats,Midfield,Defensive Midfield,22,1500000,Villarreal CF,laliga
580,329533,470815,33,Niklas,Tauer,Niklas Tauer,Midfield,Defensive Midfield,21,1500000,FC Schalke 04,bundesliga
581,284658,638589,3709,Ángel,Algobia,Ángel Algobia,Midfield,Defensive Midfield,23,1500000,Getafe CF,laliga
582,278667,201040,2239,Marco,Benassi,Marco Benassi,Midfield,Central Midfield,28,1500000,US Cremonese,serie-a
583,108714,270411,3524,Saîf-Eddine,Khaoui,Saîf-Eddine Khaoui,Midfield,Attacking Midfield,27,1500000,Clermont Foot 63,ligue-1
584,213138,25488,380,Antonio,Candreva,Antonio Candreva,Midfield,Right Midfield,35,1500000,US Salernitana 1919,serie-a
585,302257,315332,39,Aymen,Barkok,Aymen Barkok,Midfield,Central Midfield,24,1500000,1.FSV Mainz 05,bundesliga
586,83708,335003,86,Jean Manuel,Mbom,Jean Manuel Mbom,Midfield,Central Midfield,22,1500000,SV Werder Bremen,bundesliga
587,377777,562049,12,Edoardo,Bove,Edoardo Bove,Midfield,Central Midfield,20,1500000,AS Roma,serie-a
588,95090,20506,150,Andrés,Guardado,Andrés Guardado,Midfield,Central Midfield,36,1500000,Real Betis Balompié,laliga
589,378447,810096,583,Ismaël,Gharbi,Ismaël Gharbi,Midfield,Attacking Midfield,18,1500000,Paris Saint-Germain,ligue-1
590,214843,43530,1237,Adam,Lallana,Adam Lallana,Midfield,Attacking Midfield,34,1500000,Brighton & Hove Albion,premier-league
591,309408,876400,410,Simone,Pafundi,Simone Pafundi,Midfield,Attacking Midfield,16,1500000,Udinese Calcio,serie-a
592,60020,170481,749,Jean-Daniel,Akpa Akpro,Jean-Daniel Akpa Akpro,Midfield,Central Midfield,30,1400000,FC Empoli,serie-a
593,344388,146680,2919,Andrea,Barberis,Andrea Barberis,Midfield,Defensive Midfield,29,1300000,AC Monza,serie-a
594,245580,131731,3522,Mehdi,Bourabia,Mehdi Bourabia,Midfield,Defensive Midfield,31,1300000,Spezia Calcio,serie-a
595,182598,298635,380,Grigoris,Kastanos,Grigoris Kastanos,Midfield,Central Midfield,24,1300000,US Salernitana 1919,serie-a
596,19435,592979,1420,Himad,Abdelli,Himad Abdelli,Midfield,Attacking Midfield,23,1200000,Angers SCO,ligue-1
597,200807,139435,237,Dani,Rodríguez,Dani Rodríguez,Midfield,Attacking Midfield,34,1200000,RCD Mallorca,laliga
598,207646,371003,1095,Ante,Palaversa,Ante Palaversa,Midfield,Central Midfield,22,1200000,ESTAC Troyes,ligue-1
599,190330,89731,3302,Iñigo,Eguaras,Iñigo Eguaras,Midfield,Defensive Midfield,30,1200000,UD Almería,laliga
600,116207,470618,415,Denis,Genreau,Denis Genreau,Midfield,Attacking Midfield,23,1200000,FC Toulouse,ligue-1
601,373620,280387,415,Vincent,Sierro,Vincent Sierro,Midfield,Central Midfield,27,1200000,FC Toulouse,ligue-1
602,56371,226261,3302,César,de la Hoz,César de la Hoz,Midfield,Central Midfield,30,1200000,UD Almería,laliga
603,130749,195605,367,José,Pozo,José Pozo,Midfield,Attacking Midfield,26,1200000,Rayo Vallecano,laliga
604,135307,353404,290,Gaëtan,Perrin,Gaëtan Perrin,Midfield,Right Midfield,26,1200000,AJ Auxerre,ligue-1
605,19738,650350,969,Léo,Leroy,Léo Leroy,Midfield,Central Midfield,22,1200000,Montpellier HSC,ligue-1
606,209541,538045,290,Kays,Ruiz-Atil,Kays Ruiz-Atil,Midfield,Central Midfield,20,1200000,AJ Auxerre,ligue-1
607,365135,67808,12321,Borja,García,Borja García,Midfield,Attacking Midfield,32,1000000,Girona FC,laliga
608,381250,864799,31,Stefan,Bajcetic,Stefan Bajcetic,Midfield,Defensive Midfield,18,1000000,Liverpool FC,premier-league
609,147369,60542,3524,Maxime,Gonalons,Maxime Gonalons,Midfield,Defensive Midfield,33,1000000,Clermont Foot 63,ligue-1
610,134991,341278,12321,Iván,Martín,Iván Martín,Midfield,Attacking Midfield,23,1000000,Girona FC,laliga
611,285042,822959,533,Tom,Bischof,Tom Bischof,Midfield,Attacking Midfield,17,1000000,TSG 1899 Hoffenheim,bundesliga
612,93090,789898,533,Muhammed,Damar,Muhammed Damar,Midfield,Attacking Midfield,18,1000000,TSG 1899 Hoffenheim,bundesliga
613,6271,60889,1025,Gary,Medel,Gary Medel,Midfield,Defensive Midfield,35,1000000,Bologna FC 1909,serie-a
614,234491,564451,2687,Youba,Diarra,Youba Diarra,Midfield,Central Midfield,24,1000000,Cádiz CF,laliga
615,186634,631007,276,Filippo,Terracciano,Filippo Terracciano,Midfield,Right Midfield,19,1000000,Hellas Verona,serie-a
616,186033,532541,543,Luke,Cundle,Luke Cundle,Midfield,Central Midfield,20,1000000,Wolverhampton Wanderers,premier-league
617,184944,419025,379,Conor,Coventry,Conor Coventry,Midfield,Defensive Midfield,22,1000000,West Ham United,premier-league
618,176495,138171,290,Mathias,Autret,Mathias Autret,Midfield,Attacking Midfield,31,1000000,AJ Auxerre,ligue-1
619,298337,199297,80,Jacek,Goralski,Jacek Goralski,Midfield,Defensive Midfield,30,1000000,VfL Bochum,bundesliga
620,59838,167472,290,Youssouf,M'Changama,Youssouf M'Changama,Midfield,Attacking Midfield,32,1000000,AJ Auxerre,ligue-1
621,35253,153678,3,Kingsley,Schindler,Kingsley Schindler,Midfield,Right Midfield,29,1000000,1.FC Köln,bundesliga
622,318690,94137,89,Kevin,Möhwald,Kevin Möhwald,Midfield,Central Midfield,29,1000000,1.FC Union Berlin,bundesliga
623,29555,718232,16,Abdoulaye,Kamara,Abdoulaye Kamara,Midfield,Defensive Midfield,18,1000000,Borussia Dortmund,bundesliga
624,77313,94199,44,Tolga,Cigerci,Tolga Cigerci,Midfield,Defensive Midfield,30,1000000,Hertha BSC,bundesliga
625,25803,53400,33,Dominick,Drexler,Dominick Drexler,Midfield,Attacking Midfield,32,900000,FC Schalke 04,bundesliga
626,354655,488996,1005,Thórir Jóhann,Helgason,Thórir Jóhann Helgason,Midfield,Central Midfield,22,900000,US Lecce,serie-a
627,223001,101213,6574,Pedro,Obiang,Pedro Obiang,Midfield,Central Midfield,30,900000,US Sassuolo,serie-a
628,309181,690429,60,Robert,Wagner,Robert Wagner,Midfield,Central Midfield,19,900000,SC Freiburg,bundesliga
629,31496,72479,237,Clément,Grenier,Clément Grenier,Midfield,Central Midfield,31,900000,RCD Mallorca,laliga
630,117237,654872,24,Marcel,Wenig,Marcel Wenig,Midfield,Central Midfield,18,800000,Eintracht Frankfurt,bundesliga
631,140962,686845,985,Zidane,Iqbal,Zidane Iqbal,Midfield,Central Midfield,19,800000,Manchester United,premier-league
632,173526,75942,1038,Tomás,Rincón,Tomás Rincón,Midfield,Defensive Midfield,34,800000,UC Sampdoria,serie-a
633,166074,830265,995,Lohann,Doucet,Lohann Doucet,Midfield,Defensive Midfield,20,800000,FC Nantes,ligue-1
634,165851,691482,749,Jacopo,Fazzini,Jacopo Fazzini,Midfield,Central Midfield,19,800000,FC Empoli,serie-a
635,365379,72121,3524,Johan,Gastien,Johan Gastien,Midfield,Defensive Midfield,34,800000,Clermont Foot 63,ligue-1
636,4694,49275,3522,Albin,Ekdal,Albin Ekdal,Midfield,Defensive Midfield,33,800000,Spezia Calcio,serie-a
637,308104,490581,3,Mathias,Olesen,Mathias Olesen,Midfield,Central Midfield,21,800000,1.FC Köln,bundesliga
638,267099,61644,703,Jack,Colback,Jack Colback,Midfield,Defensive Midfield,33,800000,Nottingham Forest,premier-league
639,333587,973085,1082,Carlos,Baleba,Carlos Baleba,Midfield,Central Midfield,18,800000,LOSC Lille,ligue-1
640,49133,41416,873,James,McArthur,James McArthur,Midfield,Central Midfield,35,700000,Crystal Palace,premier-league
641,137286,520857,18,Conor,Noß,Conor Noß,Midfield,Attacking Midfield,21,700000,Borussia Mönchengladbach,bundesliga
642,188371,16922,44,Kevin-Prince,Boateng,Kevin-Prince Boateng,Midfield,Attacking Midfield,35,700000,Hertha BSC,bundesliga
643,191256,195335,2239,Michele,Castagnetti,Michele Castagnetti,Midfield,Defensive Midfield,33,700000,US Cremonese,serie-a
644,258679,469064,989,Gavin,Kilkenny,Gavin Kilkenny,Midfield,Central Midfield,22,700000,AFC Bournemouth,premier-league
645,210218,668606,667,Yuito,Suzuki,Yuito Suzuki,Midfield,Attacking Midfield,21,700000,RC Strasbourg Alsace,ligue-1
646,68086,588020,79,Ömer,Beyaz,Ömer Beyaz,Midfield,Attacking Midfield,19,700000,VfB Stuttgart,bundesliga
647,141060,715470,416,Brian,Bayeye,Brian Bayeye,Midfield,Right Midfield,22,700000,Torino FC,serie-a
648,99064,57845,167,Tobias,Strobl,Tobias Strobl,Midfield,Defensive Midfield,32,700000,FC Augsburg,bundesliga
649,194769,43848,276,Miguel,Veloso,Miguel Veloso,Midfield,Defensive Midfield,36,700000,Hellas Verona,serie-a
650,358224,785967,12321,Ibrahima,Kébé,Ibrahima Kébé,Midfield,Defensive Midfield,22,600000,Girona FC,laliga
651,240691,55742,703,Harry,Arter,Harry Arter,Midfield,Central Midfield,33,600000,Nottingham Forest,premier-league
652,350229,314940,667,Dimitri,Liénard,Dimitri Liénard,Midfield,Left Midfield,34,600000,RC Strasbourg Alsace,ligue-1
653,263848,34787,167,Julian,Baumgartlinger,Julian Baumgartlinger,Midfield,Defensive Midfield,34,600000,FC Augsburg,bundesliga
654,333250,650966,2919,Samuele,Vignato,Samuele Vignato,Midfield,Attacking Midfield,18,600000,AC Monza,serie-a
655,277146,18934,1147,Thomas,Mangani,Thomas Mangani,Midfield,Central Midfield,35,600000,AC Ajaccio,ligue-1
656,210238,671915,506,Enzo,Barrenechea,Enzo Barrenechea,Midfield,Defensive Midfield,21,600000,Juventus FC,serie-a
657,84813,39025,33,Danny,Latza,Danny Latza,Midfield,Central Midfield,33,600000,FC Schalke 04,bundesliga
658,93006,717465,79,Laurin,Ulrich,Laurin Ulrich,Midfield,Attacking Midfield,17,500000,VfB Stuttgart,bundesliga
659,161739,616169,749,Duccio,Degli Innocenti,Duccio Degli Innocenti,Midfield,Defensive Midfield,19,500000,FC Empoli,serie-a
660,270141,111266,80,Anthony,Losilla,Anthony Losilla,Midfield,Defensive Midfield,36,500000,VfL Bochum,bundesliga
661,284981,782630,969,Khalil,Fayad,Khalil Fayad,Midfield,Central Midfield,18,500000,Montpellier HSC,ligue-1
662,260150,745181,162,Soungoutou,Magassa,Soungoutou Magassa,Midfield,Defensive Midfield,19,500000,AS Monaco,ligue-1
663,283707,503975,543,Joe,Hodge,Joe Hodge,Midfield,Defensive Midfield,20,500000,Wolverhampton Wanderers,premier-league
664,277615,58396,86,Christian,Groß,Christian Groß,Midfield,Defensive Midfield,33,500000,SV Werder Bremen,bundesliga
665,149735,96630,12,Ante,Coric,Ante Coric,Midfield,Attacking Midfield,25,500000,AS Roma,serie-a
666,309316,775605,13,Pablo,Barrios,Pablo Barrios,Midfield,Central Midfield,19,500000,Atlético de Madrid,laliga
667,92685,624436,1038,Gerard,Yepes,Gerard Yepes,Midfield,Defensive Midfield,20,500000,UC Sampdoria,serie-a
668,19983,810093,1158,Ayman,Kari,Ayman Kari,Midfield,Central Midfield,18,500000,FC Lorient,ligue-1
669,185989,528888,931,Tyrese,Francois,Tyrese Francois,Midfield,Central Midfield,22,500000,Fulham FC,premier-league
670,165826,680447,1420,Waniss,Taïbi,Waniss Taïbi,Midfield,Attacking Midfield,20,500000,Angers SCO,ligue-1
671,358240,795431,3522,Tio,Cipot,Tio Cipot,Midfield,Central Midfield,19,500000,Spezia Calcio,serie-a
672,355975,149518,1147,Michaël,Barreto,Michaël Barreto,Midfield,Attacking Midfield,31,500000,AC Ajaccio,ligue-1
673,333312,659518,3911,Félix,Lemaréchal,Félix Lemaréchal,Midfield,Central Midfield,19,500000,Stade Brestois 29,ligue-1
674,319005,96806,3522,Jacopo,Sala,Jacopo Sala,Midfield,Central Midfield,31,500000,Spezia Calcio,serie-a
675,45047,679754,1025,Niklas,Pyyhtiä,Niklas Pyyhtiä,Midfield,Central Midfield,19,400000,Bologna FC 1909,serie-a
676,283596,484551,1237,Taylor,Richards,Taylor Richards,Midfield,Central Midfield,22,400000,Brighton & Hove Albion,premier-league
677,164683,346332,33,Nassim,Boujellab,Nassim Boujellab,Midfield,Central Midfield,23,400000,FC Schalke 04,bundesliga
678,376864,452068,15,Ayman,Azhil,Ayman Azhil,Midfield,Defensive Midfield,21,400000,Bayer 04 Leverkusen,bundesliga
679,42859,401920,1025,Kingsley,Michael,Kingsley Michael,Midfield,Central Midfield,23,400000,Bologna FC 1909,serie-a
680,93066,785353,331,Pablo,Ibáñez,Pablo Ibáñez,Midfield,Central Midfield,24,400000,CA Osasuna,laliga
681,20051,891379,667,Nordine,Kandil,Nordine Kandil,Midfield,Attacking Midfield,21,400000,RC Strasbourg Alsace,ligue-1
682,235321,907813,681,Pablo,Marín,Pablo Marín,Midfield,Attacking Midfield,19,400000,Real Sociedad,laliga
683,186265,564305,416,Michel,Adopo,Michel Adopo,Midfield,Central Midfield,22,400000,Torino FC,serie-a
684,308789,602124,430,Alessandro,Bianco,Alessandro Bianco,Midfield,Central Midfield,20,350000,ACF Fiorentina,serie-a
685,388378,612065,6195,Karim,Zedadka,Karim Zedadka,Midfield,Left Midfield,22,300000,SSC Napoli,serie-a
686,388383,655912,16,Göktan,Gürpüz,Göktan Gürpüz,Midfield,Attacking Midfield,19,300000,Borussia Dortmund,bundesliga
687,68301,655895,244,Bartug,Elmaz,Bartug Elmaz,Midfield,Defensive Midfield,19,300000,Olympique Marseille,ligue-1
